lifecycle_kind,campaign_id,symbol,raw_direction,started_at_utc,updated_at_utc,event_count,selected_by_pressure,max_reported_pressure_count,latest_pressure_level,campaign_anchor_source,campaign_anchor_execution_grade,legacy_grouping_rule_version,tradeplan_replay_status
RAW_REPLAY,legacy:GBPCHF:20260720T152334.341700Z:4293aad4f69f37d6,GBPCHF,BUY,2026-07-20T15:23:34.341700+00:00,2026-07-20T15:23:34.341700+00:00,1,False,3,PRESSURE_CANARY,LEGACY_EPISODE,False,5scr.legacy-m15-gap.v1,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,legacy:GBPAUD:20260720T152336.925145Z:0835dfd5c1337636,GBPAUD,SELL,2026-07-20T15:23:36.925145+00:00,2026-07-20T15:23:36.925145+00:00,1,False,3,PRESSURE_CANARY,LEGACY_EPISODE,False,5scr.legacy-m15-gap.v1,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,legacy:GBPNZD:20260720T152337.895756Z:1a0d9eb8c3a875d3,GBPNZD,SELL,2026-07-20T15:23:37.895756+00:00,2026-07-20T15:23:37.895756+00:00,1,False,3,PRESSURE_CANARY,LEGACY_EPISODE,False,5scr.legacy-m15-gap.v1,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,legacy:AUDCHF:20260720T152342.386383Z:5ae641aa182ce7d5,AUDCHF,BUY,2026-07-20T15:23:42.386383+00:00,2026-07-20T15:23:42.386383+00:00,1,False,3,PRESSURE_CANARY,LEGACY_EPISODE,False,5scr.legacy-m15-gap.v1,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,legacy:NZDCHF:20260720T152342.879952Z:991eafa6c5227e34,NZDCHF,BUY,2026-07-20T15:23:42.879952+00:00,2026-07-20T15:23:42.879952+00:00,1,False,3,PRESSURE_CANARY,LEGACY_EPISODE,False,5scr.legacy-m15-gap.v1,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,EURUSD_20260721T190454Z_20260721T190954Z,EURUSD,SELL,2026-07-21T21:04:27.910410+00:00,2026-07-21T21:04:27.910410+00:00,1,False,3,PRESSURE_CANARY,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,USDCAD_20260722T060014Z_20260722T060514Z,USDCAD,SELL,2026-07-22T06:20:24.268876+00:00,2026-07-22T06:28:45.904811+00:00,2,False,3,PRESSURE_CANARY,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,EURUSD_20260722T043006Z_20260722T043506Z,EURUSD,BUY,2026-07-22T06:20:32.491527+00:00,2026-07-22T06:28:54.185602+00:00,2,False,3,PRESSURE_CANARY,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,XAUUSD_20260722T190643Z_20260722T191143Z,XAUUSD,BUY,2026-07-22T21:06:34.459736+00:00,2026-07-22T21:06:34.459736+00:00,1,False,3,PRESSURE_CANARY,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,XAUUSD_20260722T190801Z_20260722T191301Z,XAUUSD,BUY,2026-07-22T21:07:52.506031+00:00,2026-07-22T21:07:52.506031+00:00,1,False,19,MICROBOOST_WATCH,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,XAUUSD_20260722T190922Z_20260722T191422Z,XAUUSD,BUY,2026-07-22T21:09:10.938620+00:00,2026-07-22T21:09:10.938620+00:00,1,False,36,MICROBOOST_WATCH,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
RAW_REPLAY,XAUUSD_20260722T191040Z_20260722T191540Z,XAUUSD,BUY,2026-07-22T21:10:29.093165+00:00,2026-07-22T21:10:29.093165+00:00,1,False,53,MICROBOOST_WATCH,SOURCE_CLEAN_BLOCK_ID,True,,NOT_EVALUATED_CLOSED_CANDLES_REQUIRED
